Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
Chevrolet,Cruze,2018,90 000 km,Manuelle,7 cv,Essence,5,1399,Traction,40 000
Volkswagen,Golf 7,2019,29 000 km,Manuelle,6 cv,Essence,5,1500,Traction,76 000
Mercedes-Benz,Classe E 200,2010,330 000 km,Automatique,10 cv,Essence,4,999,Traction,51 000
Mercedes-Benz,Classe E e220,2011,330 000 km,Automatique,9 cv,Diesel,4,999,Traction,77 000
Volkswagen,Golf 8 R-Line,2021,40 000 km,Automatique,8 cv,Essence,5,2000,Traction,145 000
Mercedes-Benz,Classe C AMG,2023,16 000 km,Automatique,9 cv,Essence,5,2000,Traction,240 000
Dodge,RAM Rumble bee,2019,65 000 km,Automatique,18 cv,Essence,5,1198,Traction,Non dédouané                    212 000
Mercedes-Benz,CLA,2014,163 000 km,Automatique,7 cv,Essence,5,2000,Traction,81 000
Haval,H2 Luxury,2019,40 000 km,Automatique,9 cv,Essence,3,1600,Traction,69 000
Haval,H6 Luxury,2019,32 000 km,Automatique,9 cv,Essence,5,1595,Traction,86 000
Mercedes-Benz,CLA AMG,2021,30 000 km,Automatique,7 cv,Essence,4,1198,Traction,169 000
Mercedes-Benz,Classe A 180d,2019,50 000 km,Automatique,6 cv,Diesel,5,4000,Traction,98 000
Volkswagen,Golf 7,2019,64 000 km,Automatique,6 cv,Essence,5,4200,Traction,74 000
Audi,A3 Sportback S-Line,2019,70 000 km,Automatique,7 cv,Essence,5,1598,Traction,95 000
Mercedes-Benz,Classe C AMG,2022,40 000 km,Automatique,9 cv,Essence,5,3000,Traction,205 000
DS,7 Crossback Grand Chic,2021,140 000 km,Automatique,10 cv,Essence,5,2000,Traction,105 000
Mercedes-Benz,Classe C AMG,2022,50 000 km,Automatique,9 cv,Essence,5,3000,Traction,Sous leasing                    264 200
Volkswagen,Golf 7 Join,2018,70 000 km,Automatique,6 cv,Essence,4,1498,Traction,84 000
Mercedes-Benz,CLA 220,2013,240 000 km,Automatique,9 cv,Diesel,4,1498,Traction,79 000
BMW,X6 Pack M,2008,270 000 km,Automatique,15 cv,Diesel,5,1000,Traction,110 000
Audi,A5 Cabriolet S-line,2010,120 000 km,Automatique,10 cv,Essence,5,1630,Traction,59 000
Seat,Leon Style,2020,65 000 km,Manuelle,6 cv,Essence,4,2198,Traction,73 000
Citroën,Berlingo Utilitaire,2018,170 000 km,Manuelle,5 cv,Diesel,4,2143,Traction,37 500
KIA,Sportage,2022,23 000 km,Automatique,10 cv,Essence,4,900,Traction,143 000
Volkswagen,Golf 7,2019,180 000 km,Automatique,5 cv,Essence,5,2999,Traction,64 000
Mercedes-Benz,Classe S Executive,2008,170 000 km,Automatique,19 cv,Essence,4,1500,Traction,78 000
Volkswagen,Tiguan Confortline,2020,33 000 km,Automatique,8 cv,Essence,5,1197,Traction,128 000
Volkswagen,Golf 7 R-Line,2018,130 000 km,Manuelle,6 cv,Essence,2,2798,Traction,80 000
Hyundai,Kona,2021,30 000 km,Manuelle,6 cv,Hybride,5,1991,Traction,79 000
Seat,Leon FR,2022,70 000 km,Automatique,8 cv,Essence,4,1198,Traction,Sous leasing                    122 800
Hyundai,Grand i10,2022,30 000 km,Manuelle,5 cv,Essence,5,1999,Traction,53 000
Peugeot,2008 GT_LINE,2021,30 000 km,Manuelle,7 cv,Essence,4,2398,Traction,92 000
Mercedes-Benz,Classe C coupé AMG,2019,40 000 km,Automatique,9 cv,Essence,5,2000,Traction,179 000
KIA,Sportage GT-Line,2021,120 000 km,Automatique,6 cv,Hybride,4,1600,Traction,119 000
BMW,Série 3 318i,2017,117 000 km,Automatique,7 cv,Essence,5,999,Traction,88 000
Chery,Tiggo 2 Confort,2020,60 000 km,Manuelle,6 cv,Essence,5,1984,Traction,43 500
Haval,Jolion,2022,40 000 km,Automatique,9 cv,Essence,4,2000,Traction,87 000
Mercedes-Benz,Classe C AMG,2022,40 000 km,Automatique,9 cv,Essence,4,2498,Traction,208 000
Hyundai,Grand i10,2021,54 000 km,Automatique,5 cv,Essence,5,1600,Traction,53 000
Seat,Ibiza FR,2020,100 000 km,Automatique,6 cv,Essence,5,1599,Traction,68 000
Mercedes-Benz,CLA AMG,2020,20 000 km,Automatique,7 cv,Essence,,,Traction,169 000
Seat,Ibiza FR,2020,50 000 km,Manuelle,6 cv,Essence,4,1000,Traction,67 000
Volkswagen,T-roc,2020,87 000 km,Manuelle,6 cv,Essence,4,1999,Traction,85 000
Mercedes-Benz,GLA AMG,2016,74 000 km,Automatique,8 cv,Essence,5,1000,Traction,113 000
Mercedes-Benz,Classe C AMG,2014,170 000 km,Automatique,9 cv,Essence,5,1353,Traction,115 000
Audi,Q3 Sportback,2021,10 000 km,Automatique,8 cv,Essence,5,1009,Traction,188 000
Audi,Q5,2018,100 000 km,Automatique,11 cv,Diesel,4,1499,Traction,215 000
Volkswagen,Golf 8 R-Line,2021,70 000 km,Automatique,8 cv,Essence,4,1598,Traction,125 000
Peugeot,3008 GT-line,2017,260 000 km,Automatique,9 cv,Essence,,,Traction,77 000
Land,Rover Range Rover Velar R-Dynamic,2019,100 000 km,Automatique,19 cv,Diesel,4,1500,Traction,Non dédouané                    350 000
Porsche,Panamera PLATINUM édition,2014,100 000 km,Automatique,20 cv,Essence,4,1995,Traction,255 000
Land,Rover Range Rover Velar R-Dynamic,2020,90 000 km,Automatique,11 cv,Essence,5,1896,Traction,295 000
Dongfeng,Forthing T5 EVO,2023,4 000 km,Automatique,9 cv,Essence,5,1800,Traction,Sous leasing                    182 900
Chery,Tiggo 3,2018,75 000 km,Manuelle,8 cv,Essence,4,1000,Traction,47 000
Audi,Q3,2017,77 000 km,Automatique,7 cv,Essence,4,1598,Traction,85 000
Renault,Kadjar Intens,2018,150 000 km,Automatique,7 cv,Essence,4,1598,Traction,66 000
Volkswagen,Golf 8 R-Line,2021,40 000 km,Automatique,8 cv,Essence,5,1496,Traction,155 000
Mercedes-Benz,Classe C AMG,2020,35 000 km,Automatique,6 cv,Hybride,2,3000,Propulsion,205 000
Volkswagen,Golf 7 Join,2019,120 000 km,Automatique,6 cv,Essence,5,1599,Traction,80 000
BMW,Série 4 Gran Coupé Luxury,2018,100 000 km,Automatique,7 cv,Essence,5,1600,Traction,99 000
Hyundai,Tucson,2023,24 000 km,Automatique,10 cv,Essence,5,1999,Traction,161 000
Hyundai,Tucson,2020,120 000 km,Automatique,8 cv,Essence,4,1200,Traction,87 000
BMW,Série 1 Pack sport,2020,70 000 km,Automatique,7 cv,Essence,4,1595,Traction,92 000
Fiat,Panda City Cross,2022,20 000 km,Manuelle,4 cv,Essence,5,2143,Traction,45 000
BMW,Série 4 Gran Coupé 418 PACK M,2017,110 000 km,Automatique,7 cv,Essence,4,1999,Traction,125 000
Mercedes-Benz,Classe E AMG,2011,135 000 km,Automatique,10 cv,Essence,5,1300,Traction,77 000
Mercedes-Benz,Classe C AMG,2022,80 000 km,Automatique,9 cv,Essence,5,2000,Traction,215 000
Dongfeng,SX3,2021,30 000 km,Manuelle,7 cv,Essence,4,1198,Traction,65 000
Volkswagen,Golf 8 United,2021,16 000 km,Manuelle,6 cv,Essence,4,1198,Traction,128 000
Mercedes-Benz,Classe A AMG,2022,15 000 km,Automatique,8 cv,Essence,2,2477,Traction,172 000
Mercedes-Benz,Classe C AMG,2019,80 000 km,Automatique,9 cv,Diesel,4,1197,Traction,148 000
MG,GS Luxe,2017,115 000 km,Automatique,9 cv,Essence,4,1199,Traction,62 000
Mitsubishi,ASX 4WD,2021,55 000 km,Automatique,9 cv,Essence,4,1500,Traction,Sous leasing                    122 800
Land,Rover Discovery,2017,130 000 km,Automatique,8 cv,Diesel,5,2000,Traction,126 000
Audi,A5 Sportback,2021,70 000 km,Automatique,8 cv,Essence,4,2698,Traction,185 000
BMW,Série 7 Individuel,2008,300 000 km,Automatique,22 cv,Essence,5,1995,Traction,45 000
Land,Rover Range Rover Sport,2014,160 000 km,Automatique,15 cv,Diesel,5,1598,Traction,245 000
BMW,Série 4 Coupé,2017,78 000 km,Automatique,7 cv,Essence,5,1699,Traction,110 000
MG,GS Luxe Plus,2017,100 000 km,Automatique,13 cv,Essence,4,1998,Traction,61 000
Peugeot,RCZ,2011,171 000 km,Manuelle,7 cv,Essence,4,1298,Traction,40 000
Land,Rover Discovery Sport,2016,94 000 km,Automatique,8 cv,Diesel,5,1399,Traction,118 000
Volkswagen,Amarok AWD,2016,180 000 km,Manuelle,7 cv,Diesel,5,1197,Intégrale,87 000
BMW,Série 7 740I FACE-LIFT,2008,220 000 km,Automatique,22 cv,Essence,5,1197,Traction,55 000
Mercedes-Benz,Classe A,2015,123 000 km,Automatique,6 cv,Essence,4,1200,Traction,69 000
Peugeot,Landtrek Simple Cabine Avec cabine frigorifique,2023,45 000 km,Manuelle,6 cv,Diesel,5,1199,Propulsion,78 000
Chery,Tiggo 8 Pro,2022,43 000 km,Automatique,11 cv,Essence,4,3000,Propulsion,95 000
Mercedes-Benz,GLC,2018,130 000 km,Automatique,10 cv,Hybride,2,3400,Traction,197 000
Peugeot,5008,2019,160 000 km,Manuelle,7 cv,Essence,5,1600,Traction,78 000
Mercedes-Benz,Classe E,2020,158 000 km,Automatique,8 cv,Diesel,4,1200,Traction,168 000
Mercedes-Benz,Classe E Business,2010,300 000 km,Manuelle,7 cv,Diesel,5,1413,Propulsion,72 000
Hyundai,Grand i10 High Grade,2023,47 000 km,Manuelle,5 cv,Essence,5,3000,Traction,48 500
Citroën,C4 Dynamique,2017,87 000 km,Manuelle,5 cv,Essence,5,2000,Traction,45 000
BMW,Série 3 Confort Luxury Line,2016,145 000 km,Automatique,7 cv,Essence,4,1498,Propulsion,79 000
KIA,Picanto GT-Line,2021,85 000 km,Automatique,5 cv,Essence,,,Traction,49 000
KIA,Rio 5p,2021,117 000 km,Manuelle,5 cv,Essence,4,1998,Traction,56 000
Volkswagen,Golf 8,2021,69 000 km,Manuelle,6 cv,Essence,4,1600,Traction,87 000
BMW,Série 5,2015,280 000 km,Automatique,9 cv,Essence,4,999,Traction,65 000
Land,Rover Range Rover Velar,2019,19 000 km,Automatique,15 cv,Essence,5,2000,Traction,289 000
Suzuki,Swift GLX Pack,2021,80 000 km,Manuelle,5 cv,Essence,5,1226,Traction,43 500
Fiat,Fiorino Utilitaire,2023,13 000 km,Manuelle,5 cv,Diesel,5,3000,Traction,44 500
Hyundai,i20 High Grade,2022,54 000 km,Manuelle,5 cv,Essence,,1598,Traction,64 000
Volkswagen,Polo Smartline,2021,63 000 km,Manuelle,4 cv,Essence,4,1000,Traction,53 000
Seat,Ibiza,2021,134 000 km,Manuelle,4 cv,Essence,4,998,Traction,46 000
KIA,Sorento,2015,352 000 km,Automatique,12 cv,Diesel,4,1200,Traction,72 000
Dacia,Dokker Van Lux Tolée Plus,2022,140 000 km,Manuelle,5 cv,Essence,4,900,Traction,39 000
Dongfeng,SX3 Confort,2020,65 000 km,Manuelle,8 cv,Essence,5,2000,Traction,52 000
Renault,Megane,2020,156 000 km,Automatique,5 cv,Essence,5,1499,Traction,49 000
BMW,X5 Confort xLine,2020,112 000 km,Automatique,14 cv,Essence,2,2198,Traction,265 000
Land,Rover Range Rover Evoque,2012,137 000 km,Automatique,15 cv,Essence,5,1600,Intégrale,84 000
Mercedes-Benz,Classe E,2010,197 000 km,Automatique,11 cv,Essence,4,1600,Propulsion,67 000
KIA,Picanto,2021,28 000 km,Automatique,4 cv,Essence,4,999,Traction,46 500
Mercedes-Benz,Classe A,2020,100 000 km,Automatique,7 cv,Essence,5,1199,Traction,108 000
Audi,Q5,2008,369 000 km,Automatique,15 cv,Diesel,4,1149,Intégrale,70 000
Peugeot,5008,2023,7 000 km,Automatique,9 cv,Essence,4,1593,Traction,138 000
BMW,X2,2020,76 000 km,Automatique,8 cv,Essence,5,1200,Traction,122 000
Volkswagen,Golf 8 Style,2021,100 000 km,Manuelle,6 cv,Essence,5,1250,Traction,88 500
Porsche,Cayenne,2008,207 000 km,Automatique,21 cv,Essence,4,1298,Intégrale,68 000
Peugeot,Partner,2014,218 000 km,Manuelle,5 cv,Diesel,4,1598,Traction,27 000
Seat,Leon,2013,207 000 km,Manuelle,6 cv,Essence,4,1500,Traction,40 500
Toyota,C-HR,2017,155 000 km,Automatique,6 cv,Essence,4,1600,Traction,69 000
KIA,Rio 5p,2021,68 000 km,Manuelle,5 cv,Essence,4,2000,Traction,62 500
Ford,Ranger,2019,229 000 km,Automatique,7 cv,Diesel,5,998,Propulsion,134 000
Volkswagen,Golf 8,2020,75 000 km,Manuelle,7 cv,Essence,5,999,Traction,122 000
Hyundai,Creta,2019,76 000 km,Manuelle,7 cv,Essence,,,Traction,74 000
Audi,A5 Sportback Ambition Luxe,2015,132 000 km,Automatique,10 cv,Essence,5,999,Traction,89 000
Audi,A4,2014,199 000 km,Manuelle,7 cv,Essence,5,1599,Traction,53 000
BAIC,YX Kenbo S3,2017,108 000 km,Manuelle,7 cv,Essence,4,1200,Intégrale,34 000
MG,GS,2018,149 000 km,Automatique,9 cv,Essence,4,1598,Intégrale,51 000
Nissan,Navara,2008,295 000 km,Manuelle,8 cv,Diesel,5,2199,Intégrale,47 000
Volkswagen,Golf 7,2019,79 000 km,Manuelle,6 cv,Essence,5,1000,Traction,75 000
Audi,A6,2016,124 000 km,Automatique,10 cv,Essence,4,1999,Traction,102 000
Ford,Ecosport,2019,151 000 km,Automatique,7 cv,Essence,5,2826,Traction,55 000
Ford,Focus Rs,2018,114 000 km,Manuelle,6 cv,Essence,4,1900,Traction,54 000
Mitsubishi,Pajero,2001,384 000 km,Automatique,10 cv,Diesel,5,1599,Intégrale,59 000
Land,Rover Range Rover Evoque,2021,43 000 km,Automatique,13 cv,Hybride,5,1599,Intégrale,205 000
Nissan,Patrol,1993,166 000 km,Manuelle,11 cv,Diesel,5,2000,Intégrale,54 000
Porsche,Cayenne,2010,249 000 km,Automatique,15 cv,Diesel,4,1197,Intégrale,152 000
Ssangyong,Tivoli,2017,40 000 km,Manuelle,7 cv,Essence,5,1500,Traction,60 000
KIA,Sportage GT-Line,2019,124 000 km,Automatique,8 cv,Diesel,5,999,Traction,97 000
Mercedes-Benz,Classe E,2022,15 000 km,Automatique,9 cv,Essence,4,4000,Propulsion,248 000
Renault,Kadjar Intens,2018,141 000 km,Automatique,7 cv,Essence,5,3000,Traction,69 500
Volkswagen,Polo,2020,128 000 km,Manuelle,4 cv,Essence,3,1995,Traction,42 800
Mazda,BT-50,2015,162 000 km,Manuelle,9 cv,Diesel,3,1998,Intégrale,65 500
Nissan,Qashqai,2016,148 000 km,Manuelle,6 cv,Essence,4,1300,Traction,60 500
Ford,Ranger,2019,223 000 km,Automatique,8 cv,Diesel,4,999,Intégrale,155 000
Peugeot,508 GT Line,2020,115 000 km,Automatique,9 cv,Essence,4,1200,Traction,116 000
Hyundai,Veloster,2019,87 000 km,Automatique,11 cv,Essence,5,1591,Traction,112 000
Mercedes-Benz,Classe C,2017,137 000 km,Automatique,8 cv,Essence,3,1999,Propulsion,115 000
Fiat,Doblo,2021,38 000 km,Manuelle,5 cv,Diesel,5,3604,Traction,44 500
Volkswagen,Golf 7,2017,135 000 km,Automatique,6 cv,Essence,5,998,Traction,69 000
Mercedes-Benz,Classe C AMG,2022,29 000 km,Automatique,9 cv,Essence,4,1000,Propulsion,228 000
Mercedes-Benz,GLA AMG,2016,65 000 km,Automatique,8 cv,Essence,5,1497,Traction,118 000
Volkswagen,Amarok Highline Double Cabine,2017,215 000 km,Automatique,7 cv,Diesel,5,1111,Traction,94 000
Land,Rover Range Rover Evoque,2016,138 000 km,Automatique,15 cv,Essence,5,1595,Traction,97 000
BMW,Série 5 Confort Luxury,2016,119 000 km,Automatique,9 cv,Essence,5,1498,Traction,109 000
Hyundai,Tucson Hybride,2021,51 000 km,Automatique,7 cv,Hybride,5,1199,Traction,145 000
BMW,Série 5 Luxury Line,2018,73 000 km,Automatique,10 cv,Essence,5,2993,Propulsion,128 500
Volkswagen,Golf 8 Style,2021,20 000 km,Manuelle,6 cv,Essence,5,1500,Traction,94 000
Mercedes-Benz,Classe C coupé AMG,2021,80 000 km,Automatique,8 cv,Essence,4,1399,Propulsion,158 000
Mercedes-Benz,GLA AMG,2021,49 000 km,Automatique,8 cv,Hybride,5,1400,Traction,169 000
Audi,Q2 S-Line,2021,30 000 km,Automatique,8 cv,Essence,4,1198,Traction,114 000
Honda,CR-V LX,2022,60 000 km,Automatique,10 cv,Essence,5,1197,Intégrale,138 000
Nissan,Qashqai Tekna High,2018,150 000 km,Automatique,6 cv,Essence,5,999,Traction,68 000
Volkswagen,Golf 7 Confortline,2020,145 000 km,Automatique,6 cv,Essence,3,2200,Traction,64 500
Volkswagen,Golf 7 Join,2020,120 000 km,Automatique,6 cv,Essence,4,1400,Traction,76 500
BMW,X2 Lounge,2024,0 km,Automatique,8 cv,Essence,5,1398,Traction,199 000
Land,Rover Range Rover Evoque R-Dynamic,2021,59 000 km,Automatique,8 cv,Diesel,4,1600,Intégrale,169 000
Volkswagen,Golf 8 R-Line,2022,12 000 km,Manuelle,8 cv,Hybride,4,1598,Traction,110 000
Mercedes-Benz,GLA,2018,30 000 km,Automatique,7 cv,Essence,5,1197,Traction,124 000
Mercedes-Benz,GLC Coupé AMG,2021,50 000 km,Automatique,12 cv,Hybride,5,3000,Intégrale,259 000
Mercedes-Benz,Classe C AMG +,2021,60 000 km,Automatique,10 cv,Essence,5,2000,Intégrale,169 000
Volkswagen,T-roc 1.5,2024,9 000 km,Automatique,8 cv,Hybride,4,1332,Traction,155 000
Mercedes-Benz,Classe C AMG,2022,32 000 km,Automatique,12 cv,Essence,3,1599,Propulsion,197 000
Land,Rover Range Rover Evoque R-Dynamic S,2021,59 000 km,Automatique,16 cv,Hybride,5,1598,Intégrale,218 000
Volkswagen,Golf 8,2020,40 000 km,Automatique,8 cv,Hybride,5,999,Propulsion,115 000
Mercedes-Benz,Classe C AMG +,2024,11 000 km,Automatique,9 cv,Hybride,5,998,Propulsion,248 000
Suzuki,Jimny 3 portes,2021,60 000 km,Automatique,6 cv,Essence,5,1200,Intégrale,89 500
Mercedes-Benz,Classe E coupé AMG,2010,180 000 km,Automatique,19 cv,Essence,4,2498,Traction,68 000
Volkswagen,T-roc Toit ouvrant,2020,44 000 km,Manuelle,6 cv,Essence,5,2000,Propulsion,94 000
Mercedes-Benz,Classe C AMG,2016,180 000 km,Automatique,8 cv,Essence,5,1499,Propulsion,99 500
Mercedes-Benz,Classe E AMG,2024,0 km,Automatique,10 cv,Hybride,4,2000,Intégrale,435 000
Mercedes-Benz,Classe C,2016,175 000 km,Automatique,8 cv,Essence,5,1300,Propulsion,105 000
BMW,Série 5 Luxury Line,2017,155 000 km,Automatique,10 cv,Essence,5,1599,Propulsion,124 500
Mercedes-Benz,Classe A A200,2024,8 000 km,Automatique,8 cv,Hybride,5,1591,Traction,169 000
KIA,Sportage GT-Line,2023,40 000 km,Automatique,10 cv,Hybride,4,2000,Intégrale,149 000
Land,Rover Range Rover Velar R-Dynamic,2019,33 000 km,Automatique,17 cv,Essence,5,3000,Intégrale,268 000
BMW,Série 7 B7 ALPINA,2011,115 000 km,Automatique,17 cv,Essence,4,2000,Propulsion,158 000
Volkswagen,Golf 8 ÉDITION,2021,45 000 km,Manuelle,6 cv,Essence,5,999,Traction,89 500
Mercedes-Benz,Classe E AMG,2024,0 km,Automatique,10 cv,Hybride,5,1685,Intégrale,450 000
Mercedes-Benz,GLC Coupé AMG,2024,0 km,Automatique,11 cv,Essence,4,3000,Intégrale,415 000
Mercedes-Benz,CLA AMG,2020,42 000 km,Automatique,8 cv,Hybride,5,1399,Traction,169 000
Mercedes-Benz,Classe A A 200,2018,57 000 km,Automatique,9 cv,Essence,5,5555,Traction,124 000
Mercedes-Benz,CLA AMG,2023,30 000 km,Automatique,7 cv,Essence,5,998,Traction,188 000
Porsche,Panamera 4S E-hybride plugin,2021,32 000 km,Automatique,33 cv,Hybride,4,1198,Intégrale,535 000
Mercedes-Benz,GLC Coupé AMG,2016,106 000 km,Automatique,13 cv,Essence,4,1499,Intégrale,225 000
Audi,Q3 Sportback hybrid,2021,50 000 km,Automatique,8 cv,Hybride,5,2143,Traction,175 000
Porsche,Cayenne Coupé,2020,37 000 km,Automatique,23 cv,Essence,2,1199,Intégrale,380 000
Jaguar,F-Pace R-Dynamic S,2021,27 000 km,Automatique,16 cv,Essence,5,1799,Intégrale,269 000
BMW,X1 FACELIFT PACK M,2020,87 000 km,Automatique,8 cv,Essence,5,1400,Traction,129 000
Volkswagen,Golf 7 Smartline,2019,89 000 km,Manuelle,6 cv,Essence,5,1984,Traction,75 500
Seat,Ibiza Style Plus,2021,100 000 km,Manuelle,4 cv,Essence,4,2450,Traction,53 500
KIA,Sportage Hybride,2020,53 000 km,Automatique,11 cv,Hybride,4,2000,Intégrale,117 000
KIA,Picanto,2013,100 000 km,Automatique,5 cv,Essence,5,1199,Traction,32 500
Fiat,Fiorino,2021,77 000 km,Manuelle,6 cv,Diesel,5,1000,Traction,35 000
Chery,Tiggo 7 Pro,2019,123 000 km,Automatique,9 cv,Essence,4,1600,Traction,64 000
KIA,Sorento,2013,273 000 km,Automatique,12 cv,Diesel,5,1398,Traction,58 000
KIA,Rio 5p,2014,180 000 km,Manuelle,5 cv,Essence,3,2000,Traction,37 900
Peugeot,208,2022,46 000 km,Manuelle,5 cv,Essence,5,1198,Traction,48 500
Citroën,C4,2016,154 000 km,Manuelle,6 cv,Essence,5,899,Traction,36 000
Fiat,500,2012,199 000 km,Automatique,4 cv,Essence,3,1591,Traction,29 900
Citroën,C4,2015,218 000 km,Manuelle,6 cv,Essence,4,1698,Traction,34 000
Suzuki,Jimny 3 portes,2020,75 000 km,Manuelle,6 cv,Essence,3,1500,Traction,82 000
Seat,Ibiza Style,2021,169 000 km,Manuelle,4 cv,Essence,3,1500,Traction,47 500
Chevrolet,Spark,2019,163 000 km,Manuelle,5 cv,Essence,5,998,Traction,36 000
Honda,City,2021,49 000 km,Automatique,6 cv,Essence,5,1449,Traction,65 000
Mazda,3,2015,94 000 km,Manuelle,6 cv,Essence,5,2967,Traction,48 500
Isuzu,D-Max Simple Cabine,2021,94 000 km,Manuelle,8 cv,Essence,5,1600,Traction,60 000
KIA,Sportage GT-Line,2020,79 000 km,Automatique,7 cv,Diesel,3,1998,Traction,120 000
Toyota,Agya,2022,21 000 km,Manuelle,4 cv,Essence,5,2000,Traction,36 900
BMW,Série 1 F20,2012,120 000 km,Automatique,7 cv,Essence,5,1149,Traction,53 000
Fiat,500,2015,127 000 km,Manuelle,4 cv,Essence,4,2996,Traction,33 000
Fiat,500,2021,93 000 km,Manuelle,4 cv,Essence,5,1461,Traction,48 000
BYD,Tang Supreme,2023,53 000 km,Automatique,11 cv,Essence,,,Traction,135 000
Nissan,Juke,2021,55 000 km,Automatique,6 cv,Essence,5,1600,Traction,85 000
Peugeot,2008 Allure,2014,141 000 km,Manuelle,5 cv,Essence,5,1200,Traction,31 500
BMW,Série 3 E90 restylé N45,2012,127 000 km,Automatique,7 cv,Essence,5,1599,Traction,51 500
Renault,Kwid Populaire,2022,45 000 km,Manuelle,4 cv,Essence,5,1197,Traction,36 500
BMW,Série 3 coupé,2010,253 000 km,Manuelle,7 cv,Essence,5,1799,Traction,44 000
Suzuki,Celerio,2022,45 000 km,Manuelle,4 cv,Essence,4,1598,Traction,38 900
Renault,Clio,2016,167 000 km,Manuelle,5 cv,Essence,5,1497,Traction,38 000
Mazda,CX-9,2017,70 000 km,Automatique,15 cv,Essence,5,1400,Traction,119 000
Fiat,500,2009,192 000 km,Manuelle,4 cv,Essence,4,1999,Traction,26 500
Nissan,Micra,2017,120 000 km,Manuelle,5 cv,Essence,5,1149,Traction,29 500
Fiat,Doblo,2021,30 000 km,Manuelle,5 cv,Diesel,2,2261,Traction,43 000
Fiat,Ducato,2012,211 000 km,Manuelle,8 cv,Diesel,4,1600,Traction,45 000
