,Marque,Modèle,boite,horsepower,fuel,nbre_portes,cylindrée,Prix,year,kilometrage
0,alfa-romeo,giulia 2.0-turbo-bva-super,Automatique,11CV,Essence,4,1995CM³,198 000DTTTC,0,0
1,alfa-romeo,stelvio 2.0-turbo-q4-bva,Automatique,17CV,Essence,5,1995CM³,265 000DTTTC,0,0
2,audi,a3-sportback 35-tfsi-advanced-line,Automatique,8CV,Essence,5,1395CM³,145 000DTTTC,0,0
3,audi,a3-berline 35-tfsi-business-extended,Automatique,8CV,Essence,4,1395CM³,149 000DTTTC,0,0
4,audi,a4 35-tfsi-s-tronic-business-line-plus,Automatique,8CV,Essence,4,1984CM³,198 000DTTTC,0,0
5,audi,a6 40-tfsi-s-tronic-s-line-2023,Automatique,11CV,Essence | Hybride léger,4,1984CM³,295 000DTTTC,0,0
6,audi,q2 35-tfsi-s-tronic-s-line-2023,Automatique,8CV,Essence,5,1498CM³,159 000DTTTC,0,0
7,audi,q3 35-tfsi-s-tronic-advanced-line,Automatique,9CV,Essence,5,1498CM³,205 000DTTTC,0,0
8,audi,q3-sportback 35-tfsi-s-tronic-business-limited,Automatique,9CV,Essence,5,1498CM³,235 000DTTTC,0,0
9,audi,q7 2.0-l-tfsi-quattro-bva-s-line-7-places-2021,Automatique,16CV,Essence,5,1984CM³,445 000DTTTC,0,0
10,audi,q8-e-tron 55-e-quattro-advanced-line,Automatique,12CV,Electrique,5,,299 000DTTTC,0,0
11,audi,q8-sportback-e-tron 55-e-quattro-s-line,Automatique,12CV,Electrique,5,,349 000DTTTC,0,0
12,audi,e-tron-gt quattro,Automatique,37CV,Electrique,4,,360 000DTTTC,0,0
13,bako,bee start#specs,Automatique,1CV,Electrique,2,,16 210DTTTC,0,0
14,bako,bee wave#specs,Automatique,1CV,Electrique,2,,18 264DTTTC,0,0
15,bako,bee horizons#specs,Automatique,1CV,Electrique,2,,21 508DTTTC,0,0
16,bako,evan start#specs,Automatique,N.C,Electrique,3,,22 586DTTTC,0,0
17,bako,evan wave#specs,Automatique,N.C,Electrique,3,,27 990DTTTC,0,0
18,bako,evan horizons#specs,Automatique,N.C,Electrique,3,,32 313DTTTC,0,0
19,bestune,bestune-t77 1.5-l-160-ch#specs,Automatique,9CV,Essence,5,1498CM³,113 777DTTTC,0,0
20,bestune,bestune-t77 1.5-l-bva-premium#specs,Automatique,9CV,Essence,5,1498CM³,118 777DTTTC,0,0
21,bmw,serie-1-5p 116i-lounge#specs,Automatique,6CV,Essence,5,1499CM³,150 900DTTTC,0,0
22,bmw,serie-1-5p 116i-edition-color-vision#specs,Automatique,6CV,Essence,5,1499CM³,159 400DTTTC,0,0
23,bmw,serie-1-5p 118i-edition-color-vision#specs,Automatique,8CV,Essence,5,1499CM³,167 500DTTTC,0,0
24,bmw,serie-1-5p 116i-pack-m#specs,Automatique,6CV,Essence,5,1499CM³,167 900DTTTC,0,0
25,bmw,serie-2-gran-coupe 218i-lounge#specs,Automatique,8CV,Essence,4,1499CM³,169 900DTTTC,0,0
26,bmw,serie-2-gran-coupe 218i-color-vision-edition#specs,Automatique,8CV,Essence,4,1499CM³,184 600DTTTC,0,0
27,bmw,serie-2-gran-coupe 218i-pack-sport-m#specs,Automatique,8CV,Essence,4,1499CM³,191 900DTTTC,0,0
28,bmw,serie-3 320i-business-line#specs,Automatique,9CV,Essence,4,1598CM³,207 900DTTTC,0,0
29,bmw,serie-3 320i-24-lounge#specs,Automatique,9CV,Essence,4,1598CM³,225 900DTTTC,0,0
30,bmw,serie-3 320i-pack-m#specs,Automatique,9CV,Essence,4,1598CM³,249 900DTTTC,0,0
31,bmw,serie-3 320i-pack-m-pro#specs,Automatique,9CV,Essence,4,1598CM³,267 900DTTTC,0,0
32,bmw,serie-4-gran-coupe 420i-business-line#specs,Automatique,10CV,Essence,5,1998CM³,281 500DTTTC,0,0
33,bmw,serie-4-gran-coupe 2021-420iGC-pack-m#specs,Automatique,10CV,Essence,5,1998CM³,331 900DTTTC,0,0
34,bmw,serie-4-coupe 420i-pack-m-sport,Automatique,10CV,Essence,2,1998CM³,329 900DTTTC,0,0
35,bmw,serie-5 520i-business-line#specs,Automatique,11CV,Essence | Hybride léger,4,1999CM³,269 900DTTTC,0,0
36,bmw,serie-5 520i-lounge#specs,Automatique,11CV,Essence | Hybride léger,4,1999CM³,293 900DTTTC,0,0
37,bmw,serie-5 520i-pack-m#specs,Automatique,11CV,Essence | Hybride léger,4,1999CM³,315 900DTTTC,0,0
38,bmw,serie-7 740i-launch-edition,Automatique,26CV,Essence | Hybride léger,4,2998CM³,782 900DTTTC,0,0
39,bmw,x1 18i-sdrive-premiere#specs,Automatique,9CV,Essence,5,1499CM³,188 900DTTTC,0,0
40,bmw,x1 18i-sdrive-x-line#specs,Automatique,9CV,Essence,5,1499CM³,213 900DTTTC,0,0
41,bmw,x1 18i-sdrive-pack-sport-m#specs,Automatique,9CV,Essence,5,1499CM³,218 900DTTTC,0,0
42,bmw,x1-hybride xdrive-25e-lounge-xline#specs,Automatique,8CV,Essence | Hybride rechargeable,5,1499CM³,217 900DTTTC,0,0
43,bmw,x1-hybride xdrive-25e-x-line#specs,Automatique,8CV,Essence | Hybride rechargeable,5,1499CM³,239 900DTTTC,0,0
44,bmw,x1-hybride xdrive-25e-pack-m#specs,Automatique,8CV,Essence | Hybride rechargeable,5,1499CM³,244 900DTTTC,0,0
45,bmw,x2 18i-sdrive-lounge#specs,Automatique,8CV,Essence,5,1499CM³,199 900DTTTC,0,0
46,bmw,x2 18i-sdrive-pack-m#specs,Automatique,8CV,Essence,5,1499CM³,224 900DTTTC,0,0
47,bmw,x2 18i-sdrive-pack-m-pro#specs,Automatique,8CV,Essence,5,1499CM³,244 900DTTTC,0,0
48,bmw,x3-hybride-rechargeable 30e-xdrive-business-line#specs,Automatique,11CV,Essence | Hybride rechargeable,5,1995CM³,355 000DTTTC,0,0
49,bmw,x3-hybride-rechargeable 30e-xdrive-pack-m#specs,Automatique,11CV,Essence | Hybride rechargeable,5,1995CM³,359 000DTTTC,0,0
50,bmw,x3-hybride-rechargeable 30e-xdrive-pack-m-pro#specs,Automatique,11CV,Essence | Hybride rechargeable,5,1995CM³,392 000DTTTC,0,0
51,bmw,x4 20i-xdrive-pack-m,Automatique,11CV,Essence,5,1998CM³,434 900DTTTC,0,0
52,bmw,x5-hybride 45e-x-drive-pack-m#specs,Automatique,15CV,Essence | Hybride rechargeable,5,2998CM³,496 400DTTTC,0,0
53,bmw,x5-hybride 50e-x-drive-pack-m#specs,Automatique,21CV,Essence | Hybride rechargeable,5,2998CM³,581 900DTTTC,0,0
54,bmw,i4 edrive40-business-line#specs,Automatique,22CV,Electrique,5,,236 900DTTTC,0,0
55,bmw,i4 edrive40-pack-m#specs,Automatique,22CV,Electrique,5,,279 900DTTTC,0,0
56,bmw,ix1 xdrive30#specs,Automatique,8CV,Electrique,5,,216 900DTTTC,0,0
57,bmw,ix1 xdrive30-pack-m#specs,Automatique,8CV,Electrique,5,,224 900DTTTC,0,0
58,bmw,ix3 m-sport,Automatique,8CV,Electrique,5,,284 900DTTTC,0,0
59,bmw,i5 edrive40-pack-m,Automatique,N.C.CV,Electrique,4,,333 200DTTTC,0,0
60,bmw,ix xdrive40,Automatique,11CV,Electrique,5,,431 900DTTTC,0,0
61,byd,dolphin fwd,Automatique,5CV,Electrique,5,,94 990DTTTC,0,0
62,byd,king 1.5-l-dm-i,Automatique,5CV,Essence | Hybride rechargeable,4,1498CM³,105 990DTTTC,0,0
63,byd,atto-3 bev,Automatique,5CV,Electrique,5,,123 990DTTTC,0,0
64,byd,song-plus 1.5-l-dm-i,Automatique,7CV,Essence | Hybride rechargeable,5,1497CM³,156 990DTTTC,0,0
65,byd,tang-ev bev,Automatique,9CV,Electrique,5,,229 990DTTTC,0,0
66,changan,new-star 1.2-l,Manuelle,6CV,Essence,3 | 2 portes latérales coulissantes,1243CM³,39 900DTTTC,0,0
67,changan,star-truck-double-cabine 1.2-l,Manuelle,7CV,Essence,4,1243CM³,49 900DTTTC,0,0
68,changan,hunter 1.9-l-turbo-diesel-4x4,Manuelle,6CV,Diesel,4,1910CM³,123 046DTTTC,0,0
69,chery,tiggo-1x-populaire 1.0-l-turbo,Manuelle,4CV,Essence,5,998CM³,34 068DTTTC,0,0
70,chery,tiggo-3x 1.0-l-turbo-cvt-luxury,Automatique,6CV,Essence,5,998CM³,66 990DTTTC,0,0
71,chery,arrizo-5 1.5-l-bvm#specs,Manuelle,7CV,Essence,4,1499CM³,63 490DTTTC,0,0
72,chery,arrizo-5 1.5-l-cvt-luxury#specs,Automatique,7CV,Essence,4,1499CM³,71 490DTTTC,0,0
73,chery,tiggo-7 1.5-t-cvt,Automatique,9CV,Essence,5,1498CM³,99 580DTTTC,0,0
74,chery,tiggo-8-pro 1.6-t-7-dct,Automatique,11CV,Essence,5,1598CM³,129 590DTTTC,0,0
75,chevrolet,groove 1.5-l-premier-2022,Automatique,6CV,Essence,5,1485CM³,85 825DTTTC,0,0
76,chevrolet,captiva 1.5-turbo-cvt-2025-5-places#specs,Automatique,9CV,Essence,5,1451CM³,105 913DTTTC,0,0
77,chevrolet,captiva 1.5-turbo-cvt-2025-7-places#specs,Automatique,9CV,Essence,5,1451CM³,109 913DTTTC,0,0
78,chevrolet,equinox 1.5-turbo-bva-awd,Automatique,10CV,Essence,5,1451CM³,148 968DTTTC,0,0
79,citroen,c3-populaire 1.2-l,Manuelle,4CV,Essence,5,1199CM³,34 626DTTTC,0,0
80,citroen,c4-x 1.2-l-eat8-plus#specs,Automatique,7CV,Essence,4,1199CM³,89 900DTTTC,0,0
81,citroen,c4-x 1.2-l-eat8-max#specs,Automatique,7CV,Essence,4,1199CM³,94 900DTTTC,0,0
82,citroen,berlingo-van 1.6-l-hdi#specs,Manuelle,5CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,67 490DTTTC,0,0
83,citroen,berlingo-van 1.6-l-hdi-1000-kg#specs,Manuelle,5CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,68 490DTTTC,0,0
84,citroen,berlingo-van 1.6-l-hdi-xl-1000-kg#specs,Manuelle,5CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,69 900DTTTC,0,0
85,citroen,jumpy-fourgon 2.0-l-hdi,Manuelle,7CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1997CM³,84 900DTTTC,0,0
86,citroen,jumper 2.2-l-hdi-l1h1-8m3#specs,Manuelle,7CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2179CM³,89 900DTTTC,0,0
87,citroen,jumper 2.2-l-hdi-l2h2-11.5m3#specs,Manuelle,7CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2179CM³,91 900DTTTC,0,0
88,citroen,jumper 2.2-l-hdi-l3h3-15m3#specs,Manuelle,7CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2179CM³,94 900DTTTC,0,0
89,citroen,berlingo-multispace 1.6-l-hdi,Manuelle,5CV,Diesel,5 | 2 portes latérales coulissantes,1560CM³,103 900DTTTC,0,0
90,cupra,leon 1.4-tsi#specs,Automatique,8CV,Essence,5,1395CM³,131 980DTTTC,0,0
91,cupra,leon 1.4-tsi-sport#specs,Automatique,8CV,Essence,5,1395CM³,141 980DTTTC,0,0
92,cupra,formentor 2.0-l-tsi-dsg-7-4drive-exclusive,Automatique,11CV,Essence,5,1998CM³,167 980DTTTC,0,0
93,dacia,sandero-stepway 1.0-l#specs,Manuelle,6CV,Essence,5,999CM³,62 990DTTTC,0,0
94,dacia,sandero-stepway 1.0-l-bva#specs,Automatique,6CV,Essence,5,999CM³,72 990DTTTC,0,0
95,dacia,sandero 1.0-l-tce,Manuelle,5CV,Essence,5,999CM³,57 450DTTTC,0,0
96,dacia,logan 1.0-l-tce-2023,Manuelle,5CV,Essence,4,999CM³,62 500DTTTC,0,0
97,dacia,duster 1.5-l-dci-confort#specs,Manuelle,5CV,Diesel,5,1461CM³,88 700DTTTC,0,0
98,dacia,duster 1.5-l-dci-4x4-confort-22#specs,Manuelle,6CV,Diesel,5,1461CM³,100 550DTTTC,0,0
99,dacia,duster 1.5-l-dci-4x2-bva-confort#specs,Automatique,6CV,Diesel,5,1461CM³,101 350DTTTC,0,0
100,dfsk,glory-500 1.5-mt#specs,Manuelle,7CV,Essence,5,1498CM³,67 900DTTTC,0,0
101,dfsk,glory-500 1.5-t-cvt#specs,Automatique,7CV,Essence,5,1498CM³,83 900DTTTC,0,0
102,dfsk,glory-580 1.5-l-cvt-luxury,Automatique,8CV,Essence,5,1499CM³,99 900DTTTC,0,0
103,dfsk,glory-ix5 1.5-t-deluxe-cvt,Automatique,9CV,Essence,5,1498CM³,118 900DTTTC,0,0
104,dfsk,k01s simple-cabine-std#specs,Manuelle,5CV,Essence,2,1000CM³,29 900DTTTC,0,0
105,dfsk,k01s simple-cabine-dlx#specs,Manuelle,5CV,Essence,2,1000CM³,31 900DTTTC,0,0
106,dfsk,k01h large-cabine-1.1-l-std#specs,Manuelle,6CV,Essence,2,1050CM³,35 900DTTTC,0,0
107,dfsk,k01h large-cabine-1.1-l-dlx#specs,Manuelle,6CV,Essence,2,1050CM³,37 900DTTTC,0,0
108,dfsk,k02s double-cabine-1.0-l-std#specs,Manuelle,5CV,Essence,4,1000CM³,39 900DTTTC,0,0
109,dfsk,k02s double-cabine-1.0-l-dlx#specs,Manuelle,5CV,Essence,4,1000CM³,41 900DTTTC,0,0
110,dfsk,c31 1.5-l-simple-cabine-dlx,Manuelle,7CV,Essence,2,1493CM³,46 900DTTTC,0,0
111,dfsk,c32 1.5-l-double-cabine-dlx,Manuelle,7CV,Essence,4,1493CM³,58 900DTTTC,0,0
112,dongfeng,rich-6 2.5-turbo-diesel-4x2#specs,Manuelle,8CV,Diesel,4,2498CM³,98 900DTTTC,0,0
113,dongfeng,rich-6 2.5-turbo-diesel-4x4#specs,Manuelle,8CV,Diesel,4,2498CM³,108 900DTTTC,0,0
114,dongfeng,rich-6 2.5-turbo-diesel-4x4-toutes-options#specs,Manuelle,8CV,Diesel,4,2498CM³,112 900DTTTC,0,0
115,dongfeng,t5-evo 1.5-l-turbo,Automatique,9CV,Essence,5,1500CM³,122 700DTTTC,0,0
116,faw,besturn-x40 1.6-l,Automatique,6CV,Essence,5,1598CM³,84 900DTTTC,0,0
117,fiat,tipo-berline 1.4-l-entry-taxi#specs,Manuelle,5CV,Essence,4,1368CM³,54 900DTTTC,0,0
118,fiat,tipo-berline 1.4-l-2024-mid#specs,Manuelle,5CV,Essence,4,1368CM³,81 500DTTTC,0,0
119,fiat,500 1.2-l-bva-cult-club,Automatique,4CV,Essence,3,1242CM³,70 500DTTTC,0,0
120,fiat,fiorino-combi 1.3-l-multijet,Manuelle,4CV,Diesel,5 | 2 portes latérales coulissantes,1248CM³,82 000DTTTC,0,0
121,fiat,doblo 1.6-l-hdi-van-club,Manuelle,5CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,67 490DTTTC,0,0
122,fiat,ducato 2.2-hdi-8m3-l1h1#specs,Manuelle,7CV,Diesel,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,2179CM³,90 400DTTTC,0,0
123,fiat,ducato 2.2-hdi-11.5-m3-l1h2#specs,Manuelle,7CV,Diesel,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,2179CM³,92 400DTTTC,0,0
124,fiat,ducato 2.2-hdi-13-m3-l2h2#specs,Manuelle,7CV,Diesel,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,2179CM³,94 400DTTTC,0,0
125,foday,f22-s 1.9-l-turbo-4wd,Manuelle,6CV,Diesel,2,1855CM³,99 500DTTTC,0,0
126,foday,f22 1.9-l-tid4-luxury,Manuelle,6CV,Diesel,4,1855CM³,109 800DTTTC,0,0
127,foday,f22-max 1.9-l-tid4-luxury,Manuelle,6CV,Diesel,4,1855CM³,116 800DTTTC,0,0
128,ford,everest 2.0-l-bi-turbo-xlt-7-places#specs,Automatique,13CV,Diesel,5,1996CM³,257 000DTTTC,0,0
129,ford,everest 2.0-l-bi-turbo-limited-7-places#specs,Automatique,13CV,Diesel,5,1996CM³,285 000DTTTC,0,0
130,ford,ranger 2.0-l-170-ch-4x4-bva-xlt#specs,Automatique,7CV,Diesel,4,1996CM³,170 000DTTTC,0,0
131,ford,ranger 2.0-l-tdi-210-ch-4x4-bva-wildtrak#specs,Automatique,5CV,Diesel,4,1996CM³,235 000DTTTC,0,0
132,ford,ranger-raptor 2.0-l-tdci-210-ch-4x4-bva,Automatique,5CV,Diesel,4,1996CM³,320 000DTTTC,0,0
133,ford,transit-van 2.2-l-d-330-m-l2h2,Manuelle,7CV,Diesel,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2198CM³,91 500DTTTC,0,0
134,ford,transit-bus restyle-2.2-l-d-15-places,Manuelle,6CV,Diesel,5 | 1 porte latérale coulissante,2198CM³,145 000DTTTC,0,0
135,gac-motor,ga4 1.5-l-bva,Automatique,6CV,Essence,4,1495CM³,69 900DTTTC,0,0
136,gac-motor,gs3 1.3-l-bva,Automatique,7CV,Essence,5,1325CM³,79 970DTTTC,0,0
137,geely,gx3-pro 1.5-l-cvt,Automatique,6CV,Essence,5,1498CM³,68 800DTTTC,0,0
138,geely,coolray 1.5-l-turbo-gs#specs,Automatique,10CV,Essence,5,1477CM³,86 800DTTTC,0,0
139,geely,coolray 1.5-l-turbo-gf#specs,Automatique,10CV,Essence,5,1477CM³,98 800DTTTC,0,0
140,geely,azkara 1.5-l-turbo-hybrid,Automatique,9CV,Essence | Hybride léger,5,1477CM³,122 800DTTTC,0,0
141,great-wall,wingle-5-double-cabine 2.0-l-diesel-4x2-2023,Manuelle,7CV,Diesel,4,1996CM³,87 500DTTTC,0,0
142,great-wall,poer 2.0-l-diesel-4x4,Manuelle,11CV,Diesel,5,1996CM³,115 900DTTTC,0,0
143,great-wall,poer-at 2.0-l-diesel-4x4-bva,Automatique,7CV,Diesel,5,1996CM³,141 900DTTTC,0,0
144,haval,jolion 1.5-t-fl,Automatique,9CV,Essence,5,1479CM³,102 900DTTTC,0,0
145,haval,h6-hybride 1.5-t-hev,Automatique,8CV,Essence | Hybride,5,1499CM³,144 900DTTTC,0,0
146,honda,jazz 1.5-l-e-hev,Automatique,5CV,Essence | Hybride,5,1498CM³,85 990DTTTC,0,0
147,honda,hr-v 1.5-l-cvt-ex-2023,Automatique,7CV,Essence,5,1498CM³,127 990DTTTC,0,0
148,honda,zr-v 1.5-l-cvt,Automatique,11CV,Essence,5,1498CM³,149 990DTTTC,0,0
149,honda,city 1.5-l-cvt-lx-2023#specs,Automatique,6CV,Essence,4,1498CM³,78 990DTTTC,0,0
150,honda,city 1.5-l-cvt-lx-sport-2023#specs,Automatique,6CV,Essence,4,1498CM³,81 490DTTTC,0,0
151,honda,city 1.5-l-cvt-lx-sport-plus-2023#specs,Automatique,6CV,Essence,4,1498CM³,82 990DTTTC,0,0
